route_id,train_no,day_id,station_code,station_name,distance_km,scheduled_time,actual_time,delay_minutes,weather_factor,congestion_factor,dwell_extra_minutes,weather_delay_contrib,congestion_delay_contrib,random_event_delay_contrib,hour_of_day,station_seq
SC-BZA,12027,106,KI,Khammam,265,2025-04-17 15:10:55.224656675,2025-04-17 15:22:16.219202776,11.3,1.04,0.86,11.35,0.59,-2.73,0.0,15,3
SC-BZA,12027,106,BZA,Vijayawada,425,2025-04-17 17:42:25.171619196,2025-04-17 17:53:30.261559997,11.1,0.94,1.19,0.17,-0.89,3.86,0.0,17,4
SC-BZA,12027,107,SC,Secunderabad,0,2025-04-18 12:00:00.000000000,2025-04-18 12:04:00.103808211,4.0,1.13,1.08,0.46,1.97,1.56,0.0,12,0
SC-BZA,12027,107,WL,Warangal,145,2025-04-18 14:17:17.764434784,2025-04-18 14:23:10.234673081,5.9,1.1,1.02,1.25,1.51,0.32,0.0,14,1
SC-BZA,12027,107,KZJ,Kazipet Jn,155,2025-04-18 14:26:45.886119942,2025-04-18 14:36:41.597527088,9.9,1.2,0.98,1.52,2.96,-0.5,1.84,14,2
SC-BZA,12027,107,KI,Khammam,265,2025-04-18 16:10:55.224656675,2025-04-18 16:20:23.241355869,9.5,0.93,1.13,1.07,-1.11,2.55,0.0,16,3
SC-BZA,12027,107,BZA,Vijayawada,425,2025-04-18 18:42:25.171619196,2025-04-18 18:57:38.122506470,15.2,1.16,1.27,0.78,2.47,5.34,0.0,18,4
SC-BZA,12027,108,SC,Secunderabad,0,2025-04-19 10:00:00.000000000,2025-04-19 10:00:56.239918183,0.9,1.02,0.97,1.32,0.23,-0.62,0.0,10,0
SC-BZA,12027,108,WL,Warangal,145,2025-04-19 12:17:17.764434784,2025-04-19 12:19:21.771477390,2.1,0.98,0.95,0.15,-0.36,-0.97,2.6,12,1
SC-BZA,12027,108,KZJ,Kazipet Jn,155,2025-04-19 12:26:45.886119942,2025-04-19 12:26:45.886119942,0.0,0.91,0.91,0.5,-1.28,-1.71,0.0,12,2
SC-BZA,12027,108,KI,Khammam,265,2025-04-19 14:10:55.224656675,2025-04-19 14:14:59.403512325,4.1,1.3,0.96,0.48,4.44,-0.85,0.0,14,3
SC-BZA,12027,108,BZA,Vijayawada,425,2025-04-19 16:42:25.171619196,2025-04-19 16:49:16.386062240,6.9,1.23,1.03,0.01,3.41,0.58,0.0,16,4
SC-BZA,12027,109,SC,Secunderabad,0,2025-04-20 04:00:00.000000000,2025-04-20 04:02:57.462208801,3.0,0.97,1.1,1.5,-0.47,1.93,0.0,4,0
SC-BZA,12027,109,WL,Warangal,145,2025-04-20 06:17:17.764434784,2025-04-20 06:22:38.277507911,5.3,1.02,1.0,3.02,0.23,0.02,0.0,6,1
SC-BZA,12027,109,KZJ,Kazipet Jn,155,2025-04-20 06:26:45.886119942,2025-04-20 06:31:51.205066718,5.1,1.02,0.98,1.46,0.33,-0.43,0.0,6,2
SC-BZA,12027,109,KI,Khammam,265,2025-04-20 08:10:55.224656675,2025-04-20 08:19:42.468988485,8.8,0.75,1.29,3.06,-3.73,5.9,0.0,8,3
SC-BZA,12027,109,BZA,Vijayawada,425,2025-04-20 10:42:25.171619196,2025-04-20 10:46:44.804638826,4.3,0.82,1.03,0.37,-2.7,0.5,0.0,10,4
SC-BZA,12027,110,SC,Secunderabad,0,2025-04-21 08:00:00.000000000,2025-04-21 08:13:48.051352283,13.8,1.21,1.2,1.49,3.1,4.01,5.19,8,0
SC-BZA,12027,110,WL,Warangal,145,2025-04-21 10:17:17.764434784,2025-04-21 10:28:57.139494047,11.7,1.23,0.87,1.1,3.44,-2.54,0.0,10,1
SC-BZA,12027,110,KZJ,Kazipet Jn,155,2025-04-21 10:26:45.886119942,2025-04-21 10:36:20.064134340,9.6,1.09,1.0,0.04,1.29,0.08,0.0,10,2
SC-BZA,12027,110,KI,Khammam,265,2025-04-21 12:10:55.224656675,2025-04-21 12:26:07.424244613,15.2,1.08,0.92,1.28,1.21,-1.63,7.65,12,3
SC-BZA,12027,110,BZA,Vijayawada,425,2025-04-21 14:42:25.171619196,2025-04-21 15:00:04.358575390,17.7,1.07,1.08,1.51,1.09,1.69,2.72,14,4
SC-BZA,12027,111,SC,Secunderabad,0,2025-04-22 11:00:00.000000000,2025-04-22 11:01:08.732691787,1.1,0.92,0.93,2.44,-1.25,-1.41,1.37,11,0
SC-BZA,12027,111,WL,Warangal,145,2025-04-22 13:17:17.764434784,2025-04-22 13:21:59.639352028,4.7,0.98,1.11,1.97,-0.3,2.23,0.0,13,1
SC-BZA,12027,111,KZJ,Kazipet Jn,155,2025-04-22 13:26:45.886119942,2025-04-22 13:31:00.966929993,4.3,0.88,0.88,1.58,-1.78,-2.32,3.48,13,2
SC-BZA,12027,111,KI,Khammam,265,2025-04-22 15:10:55.224656675,2025-04-22 15:15:17.508258348,4.4,1.06,1.0,0.51,0.9,-0.02,0.0,15,3
SC-BZA,12027,111,BZA,Vijayawada,425,2025-04-22 17:42:25.171619196,2025-04-22 17:44:01.892910987,1.6,0.94,0.91,1.27,-0.96,-1.76,0.0,17,4
SC-BZA,12027,112,SC,Secunderabad,0,2025-04-23 12:00:00.000000000,2025-04-23 12:00:00.000000000,0.0,0.95,0.85,0.67,-0.73,-3.09,0.0,12,0
SC-BZA,12027,112,WL,Warangal,145,2025-04-23 14:17:17.764434784,2025-04-23 14:19:50.421047773,2.5,0.84,1.07,2.11,-2.41,1.33,1.51,14,1
SC-BZA,12027,112,KZJ,Kazipet Jn,155,2025-04-23 14:26:45.886119942,2025-04-23 14:32:25.892754488,5.7,1.01,1.16,0.61,0.17,3.1,0.0,14,2
SC-BZA,12027,112,KI,Khammam,265,2025-04-23 16:10:55.224656675,2025-04-23 16:19:28.894660415,8.6,0.93,1.08,2.95,-1.12,1.57,1.2,16,3
SC-BZA,12027,112,BZA,Vijayawada,425,2025-04-23 18:42:25.171619196,2025-04-23 18:59:27.143590836,17.0,1.12,1.21,0.06,1.74,4.22,5.02,18,4
SC-BZA,12027,113,SC,Secunderabad,0,2025-04-24 07:00:00.000000000,2025-04-24 07:05:12.769604771,5.2,0.99,1.27,0.07,-0.22,5.37,0.0,7,0
SC-BZA,12027,113,WL,Warangal,145,2025-04-24 09:17:17.764434784,2025-04-24 09:29:35.387316978,12.3,1.04,1.3,2.13,0.6,5.92,0.0,9,1
SC-BZA,12027,113,KZJ,Kazipet Jn,155,2025-04-24 09:26:45.886119942,2025-04-24 09:45:11.792643371,18.4,1.07,1.23,2.42,1.12,4.59,1.7,9,2
SC-BZA,12027,113,KI,Khammam,265,2025-04-24 11:10:55.224656675,2025-04-24 11:24:46.672254050,13.9,1.15,0.92,0.15,2.32,-1.51,0.0,11,3
SC-BZA,12027,113,BZA,Vijayawada,425,2025-04-24 13:42:25.171619196,2025-04-24 13:54:43.794511267,12.3,1.08,0.89,0.12,1.27,-2.19,3.41,13,4
SC-BZA,12027,114,SC,Secunderabad,0,2025-04-25 15:00:00.000000000,2025-04-25 15:00:00.000000000,0.0,0.92,0.9,1.31,-1.14,-1.92,0.2,15,0
SC-BZA,12027,114,WL,Warangal,145,2025-04-25 17:17:17.764434784,2025-04-25 17:20:00.970792778,2.7,0.96,1.09,1.59,-0.64,1.76,0.0,17,1
SC-BZA,12027,114,KZJ,Kazipet Jn,155,2025-04-25 17:26:45.886119942,2025-04-25 17:33:36.387343467,6.8,0.79,1.16,0.04,-3.15,3.26,4.78,17,2
SC-BZA,12027,114,KI,Khammam,265,2025-04-25 19:10:55.224656675,2025-04-25 19:23:26.377296147,12.5,0.83,1.43,1.72,-2.53,8.54,0.0,19,3
SC-BZA,12027,114,BZA,Vijayawada,425,2025-04-25 21:42:25.171619196,2025-04-25 21:52:12.628128139,9.8,0.89,1.04,1.93,-1.67,0.77,0.0,21,4
SC-BZA,12027,115,SC,Secunderabad,0,2025-04-26 21:00:00.000000000,2025-04-26 21:00:00.000000000,0.0,0.96,0.94,0.94,-0.57,-1.2,0.0,21,0
SC-BZA,12027,115,WL,Warangal,145,2025-04-26 23:17:17.764434784,2025-04-26 23:17:17.764434784,0.0,0.95,0.92,0.29,-0.75,-1.56,0.0,23,1
SC-BZA,12027,115,KZJ,Kazipet Jn,155,2025-04-26 23:26:45.886119942,2025-04-26 23:26:45.886119942,0.0,0.95,1.02,0.35,-0.8,0.31,0.0,23,2
SC-BZA,12027,115,KI,Khammam,265,2025-04-27 01:10:55.224656675,2025-04-27 01:14:40.045582412,3.7,1.02,0.99,3.49,0.36,-0.1,0.0,1,3
SC-BZA,12027,115,BZA,Vijayawada,425,2025-04-27 03:42:25.171619196,2025-04-27 03:46:19.827336087,3.9,1.01,1.03,0.56,0.22,0.51,0.0,3,4
SC-BZA,12027,116,SC,Secunderabad,0,2025-04-27 06:00:00.000000000,2025-04-27 06:14:50.350827350,14.8,1.25,1.04,0.02,3.81,0.73,10.28,6,0
SC-BZA,12027,116,WL,Warangal,145,2025-04-27 08:17:17.764434784,2025-04-27 08:35:56.493758492,18.6,0.9,1.28,4.2,-1.5,5.56,0.0,8,1
SC-BZA,12027,116,KZJ,Kazipet Jn,155,2025-04-27 08:26:45.886119942,2025-04-27 08:51:58.550607376,25.2,1.21,1.38,1.41,3.13,7.62,0.0,8,2
SC-BZA,12027,116,KI,Khammam,265,2025-04-27 10:10:55.224656675,2025-04-27 10:32:49.569145380,21.9,1.06,0.99,0.48,0.91,-0.21,3.07,10,3
SC-BZA,12027,116,BZA,Vijayawada,425,2025-04-27 12:42:25.171619196,2025-04-27 12:59:42.712360035,17.3,1.12,1.0,0.18,1.76,0.02,0.0,12,4
SC-BZA,12027,117,SC,Secunderabad,0,2025-04-28 11:00:00.000000000,2025-04-28 11:00:00.000000000,0.0,0.88,0.94,0.54,-1.75,-1.21,0.0,11,0
SC-BZA,12027,117,WL,Warangal,145,2025-04-28 13:17:17.764434784,2025-04-28 13:17:17.764434784,0.0,0.91,1.06,0.11,-1.31,1.12,0.0,13,1
SC-BZA,12027,117,KZJ,Kazipet Jn,155,2025-04-28 13:26:45.886119942,2025-04-28 13:31:43.875279691,5.0,1.12,1.1,1.23,1.74,2.0,0.0,13,2
SC-BZA,12027,117,KI,Khammam,265,2025-04-28 15:10:55.224656675,2025-04-28 15:12:37.961359356,1.7,0.86,0.95,1.3,-2.13,-0.93,0.0,15,3
SC-BZA,12027,117,BZA,Vijayawada,425,2025-04-28 17:42:25.171619196,2025-04-28 17:45:14.256677965,2.8,0.88,1.12,1.16,-1.85,2.32,0.0,17,4
SC-BZA,12027,118,SC,Secunderabad,0,2025-04-29 14:00:00.000000000,2025-04-29 14:00:00.000000000,0.0,0.81,0.86,2.17,-2.9,-2.83,0.0,14,0
SC-BZA,12027,118,WL,Warangal,145,2025-04-29 16:17:17.764434784,2025-04-29 16:23:13.840730484,5.9,1.04,1.15,2.34,0.63,2.97,0.0,16,1
SC-BZA,12027,118,KZJ,Kazipet Jn,155,2025-04-29 16:26:45.886119942,2025-04-29 16:31:33.700965160,4.8,0.9,1.07,0.27,-1.47,1.46,0.39,16,2
SC-BZA,12027,118,KI,Khammam,265,2025-04-29 18:10:55.224656675,2025-04-29 18:28:13.268162842,17.3,1.03,1.22,9.05,0.52,4.37,0.0,18,3
SC-BZA,12027,118,BZA,Vijayawada,425,2025-04-29 20:42:25.171619196,2025-04-29 21:01:55.893192601,19.5,1.06,1.21,0.82,0.85,4.12,1.6,20,4
SC-BZA,12027,119,SC,Secunderabad,0,2025-04-30 18:00:00.000000000,2025-04-30 18:08:30.886680776,8.5,1.05,1.25,2.85,0.75,4.92,0.0,18,0
SC-BZA,12027,119,WL,Warangal,145,2025-04-30 20:17:17.764434784,2025-04-30 20:29:10.139818781,11.9,0.99,1.25,1.13,-0.16,4.94,0.0,20,1
SC-BZA,12027,119,KZJ,Kazipet Jn,155,2025-04-30 20:26:45.886119942,2025-04-30 20:44:30.899656687,17.8,1.25,1.26,0.57,3.76,5.11,0.0,20,2
SC-BZA,12027,119,KI,Khammam,265,2025-04-30 22:10:55.224656675,2025-04-30 22:27:09.576202774,16.2,1.03,1.02,2.96,0.48,0.38,0.0,22,3
SC-BZA,12027,119,BZA,Vijayawada,425,2025-05-01 00:42:25.171619196,2025-05-01 00:56:12.599265199,13.8,1.04,0.98,2.12,0.63,-0.33,0.0,0,4
SC-BZA,12028,0,SC,Secunderabad,0,2025-01-01 11:00:00.000000000,2025-01-01 11:08:29.434574429,8.5,1.45,1.03,0.68,6.8,0.67,0.34,11,0
SC-BZA,12028,0,WL,Warangal,145,2025-01-01 13:40:26.555966529,2025-01-01 13:53:38.216686649,13.2,1.47,1.01,0.01,7.06,0.19,0.0,13,1
SC-BZA,12028,0,KZJ,Kazipet Jn,155,2025-01-01 13:51:30.456378014,2025-01-01 14:03:29.645290015,12.0,1.21,0.93,1.01,3.08,-1.34,0.0,13,2
SC-BZA,12028,0,KI,Khammam,265,2025-01-01 15:53:13.360904347,2025-01-01 16:05:11.992122283,12.0,1.27,0.95,0.47,4.09,-0.98,0.0,15,3
SC-BZA,12028,0,BZA,Vijayawada,425,2025-01-01 18:50:15.767488104,2025-01-01 19:13:47.819613862,23.5,1.56,1.3,0.73,8.41,6.01,0.0,18,4
SC-BZA,12028,1,SC,Secunderabad,0,2025-01-02 13:00:00.000000000,2025-01-02 13:06:49.092144066,6.8,1.32,1.03,1.49,4.79,0.54,0.0,13,0
SC-BZA,12028,1,WL,Warangal,145,2025-01-02 15:40:26.555966529,2025-01-02 15:49:22.796890768,8.9,1.35,0.94,0.18,5.24,-1.25,0.0,15,1
SC-BZA,12028,1,KZJ,Kazipet Jn,155,2025-01-02 15:51:30.456378014,2025-01-02 16:02:49.418488717,11.3,1.34,0.97,0.47,5.17,-0.58,0.0,15,2
SC-BZA,12028,1,KI,Khammam,265,2025-01-02 17:53:13.360904347,2025-01-02 18:16:52.285427954,23.6,1.63,1.06,5.08,9.41,1.24,0.0,17,3
SC-BZA,12028,1,BZA,Vijayawada,425,2025-01-02 20:50:15.767488104,2025-01-02 21:31:29.029384240,41.2,1.84,1.31,0.21,12.64,6.18,5.64,20,4
SC-BZA,12028,2,SC,Secunderabad,0,2025-01-03 17:00:00.000000000,2025-01-03 17:06:16.712892109,6.3,1.37,1.03,0.13,5.49,0.66,0.0,17,0
SC-BZA,12028,2,WL,Warangal,145,2025-01-03 19:40:26.555966529,2025-01-03 19:57:47.846343236,17.4,1.39,1.31,0.86,5.84,6.25,0.0,19,1
SC-BZA,12028,2,KZJ,Kazipet Jn,155,2025-01-03 19:51:30.456378014,2025-01-03 20:23:47.198078314,32.3,1.37,1.16,0.45,5.48,3.22,10.99,19,2
SC-BZA,12028,2,KI,Khammam,265,2025-01-03 21:53:13.360904347,2025-01-03 22:25:55.435857197,32.7,1.36,1.1,2.74,5.36,2.0,0.0,21,3
SC-BZA,12028,2,BZA,Vijayawada,425,2025-01-04 00:50:15.767488104,2025-01-04 01:24:34.773339370,34.3,1.54,1.12,1.05,8.08,2.3,0.0,0,4
SC-BZA,12028,3,SC,Secunderabad,0,2025-01-04 21:00:00.000000000,2025-01-04 21:05:17.988445337,5.3,1.26,1.03,0.75,3.96,0.58,0.0,21,0
SC-BZA,12028,3,WL,Warangal,145,2025-01-04 23:40:26.555966529,2025-01-04 23:50:20.485782482,9.9,1.34,1.05,0.12,5.05,1.02,0.0,23,1
SC-BZA,12028,3,KZJ,Kazipet Jn,155,2025-01-04 23:51:30.456378014,2025-01-05 00:04:12.091137709,12.7,1.2,1.07,0.53,3.01,1.49,0.74,23,2
SC-BZA,12028,3,KI,Khammam,265,2025-01-05 01:53:13.360904347,2025-01-05 02:21:01.153452691,27.8,1.68,1.07,7.45,10.13,1.34,0.0,1,3
SC-BZA,12028,3,BZA,Vijayawada,425,2025-01-05 04:50:15.767488104,2025-01-05 05:14:52.310902723,24.6,1.29,0.99,0.84,4.42,-0.1,0.0,4,4
SC-BZA,12028,4,SC,Secunderabad,0,2025-01-05 17:00:00.000000000,2025-01-05 17:01:36.618195089,1.6,1.2,0.91,0.29,3.06,-1.74,0.0,17,0
SC-BZA,12028,4,WL,Warangal,145,2025-01-05 19:40:26.555966529,2025-01-05 19:53:07.528426568,12.7,1.44,1.2,0.95,6.6,4.01,0.0,19,1
SC-BZA,12028,4,KZJ,Kazipet Jn,155,2025-01-05 19:51:30.456378014,2025-01-05 20:12:30.379641346,21.0,1.43,1.27,0.39,6.4,5.33,0.0,19,2
SC-BZA,12028,4,KI,Khammam,265,2025-01-05 21:53:13.360904347,2025-01-05 22:21:27.583030940,28.2,1.66,1.04,2.91,9.84,0.79,0.0,21,3
SC-BZA,12028,4,BZA,Vijayawada,425,2025-01-06 00:50:15.767488104,2025-01-06 01:17:28.852318101,27.2,1.2,1.15,1.49,2.96,3.01,0.0,0,4
SC-BZA,12028,5,SC,Secunderabad,0,2025-01-06 16:00:00.000000000,2025-01-06 16:01:22.309270025,1.4,1.25,0.88,0.07,3.75,-2.45,0.0,16,0
SC-BZA,12028,5,WL,Warangal,145,2025-01-06 18:40:26.555966529,2025-01-06 18:55:54.853501527,15.5,1.42,1.36,1.06,6.24,7.21,0.0,18,1
SC-BZA,12028,5,KZJ,Kazipet Jn,155,2025-01-06 18:51:30.456378014,2025-01-06 19:14:35.269204350,23.1,1.34,1.33,0.45,5.15,6.65,0.0,18,2
SC-BZA,12028,5,KI,Khammam,265,2025-01-06 20:53:13.360904347,2025-01-06 21:18:19.062172178,25.1,1.29,1.22,0.25,4.31,4.38,0.0,20,3
SC-BZA,12028,5,BZA,Vijayawada,425,2025-01-06 23:50:15.767488104,2025-01-07 00:15:26.158215106,25.2,1.37,1.01,1.92,5.56,0.13,0.0,23,4
SC-BZA,12028,6,SC,Secunderabad,0,2025-01-07 04:00:00.000000000,2025-01-07 04:10:28.125850571,10.5,1.52,1.08,1.08,7.77,1.62,0.0,4,0
SC-BZA,12028,6,WL,Warangal,145,2025-01-07 06:40:26.555966529,2025-01-07 06:48:03.150126886,7.6,1.09,0.93,0.38,1.37,-1.47,0.0,6,1
SC-BZA,12028,6,KZJ,Kazipet Jn,155,2025-01-07 06:51:30.456378014,2025-01-07 07:02:07.727134312,10.6,1.47,0.9,0.05,7.11,-2.02,0.16,6,2
SC-BZA,12028,6,KI,Khammam,265,2025-01-07 08:53:13.360904347,2025-01-07 09:17:08.839704167,23.9,1.14,1.38,4.04,2.03,7.55,2.88,8,3
SC-BZA,12028,6,BZA,Vijayawada,425,2025-01-07 11:50:15.767488104,2025-01-07 12:10:23.764704593,20.1,1.32,0.92,0.23,4.82,-1.66,0.0,11,4
SC-BZA,12028,7,SC,Secunderabad,0,2025-01-08 09:00:00.000000000,2025-01-08 09:18:08.273040512,18.1,1.63,1.26,3.22,9.48,5.22,0.22,9,0
SC-BZA,12028,7,WL,Warangal,145,2025-01-08 11:40:26.555966529,2025-01-08 11:58:52.630764807,18.4,1.49,0.9,0.4,7.3,-1.96,0.0,11,1
SC-BZA,12028,7,KZJ,Kazipet Jn,155,2025-01-08 11:51:30.456378014,2025-01-08 12:09:56.604491133,18.4,1.15,1.11,0.46,2.19,2.11,0.76,11,2
SC-BZA,12028,7,KI,Khammam,265,2025-01-08 13:53:13.360904347,2025-01-08 14:12:59.815131051,19.8,1.28,0.97,2.87,4.22,-0.56,0.34,13,3
SC-BZA,12028,7,BZA,Vijayawada,425,2025-01-08 16:50:15.767488104,2025-01-08 17:07:08.437151707,16.9,1.21,0.97,0.58,3.15,-0.69,0.0,16,4
SC-BZA,12028,8,SC,Secunderabad,0,2025-01-09 21:00:00.000000000,2025-01-09 21:19:02.359984992,19.0,1.22,0.94,0.79,3.28,-1.22,16.18,21,0
SC-BZA,12028,8,WL,Warangal,145,2025-01-09 23:40:26.555966529,2025-01-10 00:03:01.419103545,22.6,1.47,0.98,0.53,7.12,-0.32,1.93,23,1
SC-BZA,12028,8,KZJ,Kazipet Jn,155,2025-01-09 23:51:30.456378014,2025-01-10 00:12:47.891744011,21.3,1.49,0.89,0.32,7.31,-2.14,0.0,23,2
SC-BZA,12028,8,KI,Khammam,265,2025-01-10 01:53:13.360904347,2025-01-10 02:22:30.184397414,29.3,1.78,0.95,1.64,11.65,-1.02,2.11,1,3
SC-BZA,12028,8,BZA,Vijayawada,425,2025-01-10 04:50:15.767488104,2025-01-10 05:15:56.858711777,25.7,1.38,0.95,0.44,5.76,-1.02,0.0,4,4
SC-BZA,12028,9,SC,Secunderabad,0,2025-01-10 06:00:00.000000000,2025-01-10 06:00:00.000000000,0.0,1.18,0.79,1.15,2.77,-4.19,0.0,6,0
SC-BZA,12028,9,WL,Warangal,145,2025-01-10 08:40:26.555966529,2025-01-10 08:56:58.543644455,16.5,1.44,1.3,1.57,6.53,5.97,2.45,8,1
SC-BZA,12028,9,KZJ,Kazipet Jn,155,2025-01-10 08:51:30.456378014,2025-01-10 09:15:38.625860092,24.1,1.14,1.5,0.45,2.03,10.08,0.0,8,2
SC-BZA,12028,9,KI,Khammam,265,2025-01-10 10:53:13.360904347,2025-01-10 11:18:14.803348740,25.0,1.55,0.98,0.26,8.23,-0.36,0.0,10,3
SC-BZA,12028,9,BZA,Vijayawada,425,2025-01-10 13:50:15.767488104,2025-01-10 14:17:03.434395162,26.8,1.54,1.05,0.15,8.17,0.96,0.0,13,4
SC-BZA,12028,10,SC,Secunderabad,0,2025-01-11 05:00:00.000000000,2025-01-11 05:03:44.408335764,3.7,1.2,0.96,1.58,2.94,-0.78,0.0,5,0
SC-BZA,12028,10,WL,Warangal,145,2025-01-11 07:40:26.555966529,2025-01-11 07:59:04.947315462,18.6,1.45,1.44,0.32,6.82,8.89,0.0,7,1
SC-BZA,12028,10,KZJ,Kazipet Jn,155,2025-01-11 07:51:30.456378014,2025-01-11 08:14:29.514183445,23.0,1.46,1.11,0.74,6.93,2.27,0.0,7,2
SC-BZA,12028,10,KI,Khammam,265,2025-01-11 09:53:13.360904347,2025-01-11 10:22:53.329544714,29.7,0.98,1.49,4.12,-0.31,9.77,0.0,9,3
SC-BZA,12028,10,BZA,Vijayawada,425,2025-01-11 12:50:15.767488104,2025-01-11 13:13:18.421931624,23.0,1.11,1.0,0.58,1.71,-0.0,0.0,12,4
SC-BZA,12028,11,SC,Secunderabad,0,2025-01-12 10:00:00.000000000,2025-01-12 10:12:41.837530769,12.7,1.36,1.18,1.68,5.35,3.63,2.04,10,0
SC-BZA,12028,11,WL,Warangal,145,2025-01-12 12:40:26.555966529,2025-01-12 12:55:17.286520062,14.8,1.3,1.05,0.52,4.45,0.99,0.0,12,1
SC-BZA,12028,11,KZJ,Kazipet Jn,155,2025-01-12 12:51:30.456378014,2025-01-12 13:02:49.495349457,11.3,1.08,0.97,0.37,1.15,-0.6,0.0,12,2
SC-BZA,12028,11,KI,Khammam,265,2025-01-12 14:53:13.360904347,2025-01-12 15:10:59.751532975,17.8,0.93,0.9,0.03,-1.01,-2.04,12.87,14,3
SC-BZA,12028,11,BZA,Vijayawada,425,2025-01-12 17:50:15.767488104,2025-01-12 18:13:36.172038675,23.3,1.38,1.0,1.93,5.69,-0.06,3.34,17,4
SC-BZA,12028,12,SC,Secunderabad,0,2025-01-13 10:00:00.000000000,2025-01-13 10:07:18.807725478,7.3,1.35,1.1,0.01,5.31,1.99,0.0,10,0
SC-BZA,12028,12,WL,Warangal,145,2025-01-13 12:40:26.555966529,2025-01-13 12:49:28.542564921,9.0,1.34,0.86,1.53,5.16,-2.78,0.0,12,1
SC-BZA,12028,12,KZJ,Kazipet Jn,155,2025-01-13 12:51:30.456378014,2025-01-13 13:08:24.850449211,16.9,1.42,1.13,0.74,6.37,2.62,0.86,12,2
SC-BZA,12028,12,KI,Khammam,265,2025-01-13 14:53:13.360904347,2025-01-13 15:15:32.982606654,22.3,1.44,1.09,2.09,6.55,1.86,0.0,14,3
SC-BZA,12028,12,BZA,Vijayawada,425,2025-01-13 17:50:15.767488104,2025-01-13 18:16:16.412469863,26.0,1.47,1.08,1.76,7.07,1.56,0.0,17,4
SC-BZA,12028,13,SC,Secunderabad,0,2025-01-14 17:00:00.000000000,2025-01-14 17:09:33.905779337,9.6,1.59,0.99,0.1,8.78,-0.11,0.8,17,0
SC-BZA,12028,13,WL,Warangal,145,2025-01-14 19:40:26.555966529,2025-01-14 19:59:51.264835473,19.4,1.21,1.46,0.3,3.22,9.2,0.0,19,1
SC-BZA,12028,13,KZJ,Kazipet Jn,155,2025-01-14 19:51:30.456378014,2025-01-14 20:26:33.008105766,35.0,1.67,1.31,0.3,10.02,6.23,4.91,19,2
SC-BZA,12028,13,KI,Khammam,265,2025-01-14 21:53:13.360904347,2025-01-14 22:27:55.880624885,34.7,1.53,1.01,2.09,7.92,0.17,0.0,21,3
SC-BZA,12028,13,BZA,Vijayawada,425,2025-01-15 00:50:15.767488104,2025-01-15 01:21:41.087032276,31.4,1.52,0.9,1.25,7.8,-1.92,0.0,0,4
SC-BZA,12028,14,SC,Secunderabad,0,2025-01-15 19:00:00.000000000,2025-01-15 19:17:48.535030637,17.8,1.57,1.3,1.99,8.56,5.97,1.29,19,0
SC-BZA,12028,14,WL,Warangal,145,2025-01-15 21:40:26.555966529,2025-01-15 21:59:08.446078905,18.7,1.47,0.95,0.17,7.11,-1.05,0.0,21,1
SC-BZA,12028,14,KZJ,Kazipet Jn,155,2025-01-15 21:51:30.456378014,2025-01-15 22:15:30.810678835,24.0,1.61,1.02,1.37,9.13,0.42,0.0,21,2
SC-BZA,12028,14,KI,Khammam,265,2025-01-15 23:53:13.360904347,2025-01-16 00:18:19.007343631,25.1,1.36,0.89,1.81,5.4,-2.26,3.34,23,3
SC-BZA,12028,14,BZA,Vijayawada,425,2025-01-16 02:50:15.767488104,2025-01-16 03:14:35.433432151,24.3,1.39,1.04,0.05,5.91,0.8,0.0,2,4
SC-BZA,12028,15,SC,Secunderabad,0,2025-01-16 06:00:00.000000000,2025-01-16 06:22:30.856259585,22.5,1.59,0.81,5.17,8.91,-3.86,12.3,6,0
SC-BZA,12028,15,WL,Warangal,145,2025-01-16 08:40:26.555966529,2025-01-16 09:13:38.455336333,33.2,1.4,1.21,0.32,6.02,4.28,6.83,8,1
SC-BZA,12028,15,KZJ,Kazipet Jn,155,2025-01-16 08:51:30.456378014,2025-01-16 09:23:54.601053647,32.4,1.27,1.14,2.37,4.07,2.73,0.0,8,2
SC-BZA,12028,15,KI,Khammam,265,2025-01-16 10:53:13.360904347,2025-01-16 11:19:20.668390607,26.1,1.19,0.96,1.45,2.82,-0.83,0.0,10,3
SC-BZA,12028,15,BZA,Vijayawada,425,2025-01-16 13:50:15.767488104,2025-01-16 14:12:07.538474381,21.9,1.32,0.93,0.18,4.85,-1.45,0.0,13,4
SC-BZA,12028,16,SC,Secunderabad,0,2025-01-17 11:00:00.000000000,2025-01-17 11:27:15.408834002,27.3,1.54,0.96,0.71,8.14,-0.84,19.25,11,0
SC-BZA,12028,16,WL,Warangal,145,2025-01-17 13:40:26.555966529,2025-01-17 14:04:14.987870227,23.8,1.29,0.93,1.85,4.29,-1.41,0.0,13,1
SC-BZA,12028,16,KZJ,Kazipet Jn,155,2025-01-17 13:51:30.456378014,2025-01-17 14:12:46.291055272,21.3,1.38,0.84,2.21,5.64,-3.26,0.0,13,2
SC-BZA,12028,16,KI,Khammam,265,2025-01-17 15:53:13.360904347,2025-01-17 16:12:02.091469537,18.8,1.18,1.04,0.34,2.71,0.88,0.0,15,3
SC-BZA,12028,16,BZA,Vijayawada,425,2025-01-17 18:50:15.767488104,2025-01-17 19:14:16.728394824,24.0,1.51,1.12,0.86,7.64,2.35,0.0,18,4
